Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,is high demand (product.metafields.custom.is_high_demand),is hot right now (product.metafields.custom.is_hot_right_now),is selling fast (product.metafields.custom.is_selling_fast),Product Video URL (product.metafields.custom.product_video_url),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Bag type (product.metafields.shopify.bag-type),Boot style (product.metafields.shopify.boot-style),Caffeine content (product.metafields.shopify.caffeine-content),Carry options (product.metafields.shopify.carry-options),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Features (product.metafields.shopify.features),Fit type (product.metafields.shopify.fit-type),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Gear material (product.metafields.shopify.gear-material),Handwear material (product.metafields.shopify.handwear-material),Heel height type (product.metafields.shopify.heel-height-type),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Light source (product.metafields.shopify.light-source),Lighting features (product.metafields.shopify.lighting-features),Manufacturer type (product.metafields.shopify.manufacturer-type),Material (product.metafields.shopify.material),Motorcycle glove purpose (product.metafields.shopify.motorcycle-glove-purpose),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Protective gear features (product.metafields.shopify.protective-gear-features),Rack type (product.metafields.shopify.rack-type),Shoe features (product.metafields.shopify.shoe-features),Shoe size (product.metafields.shopify.shoe-size),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Vehicle exhaust type (product.metafields.shopify.vehicle-exhaust-type),Vehicle frame/body features (product.metafields.shopify.vehicle-frame-body-features),Vehicle type (product.metafields.shopify.vehicle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
denali-d3-led-fog-light-pods-with-datadim™-technology-pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/DENALID3LEDFOGLIGHTPODSWITHDATADIM_TECHNOLOGY_PAIR_7.webp?v=1782179677,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denali-d3-led-fog-light-pods-with-datadim™-technology-pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/DENALID3LEDFOGLIGHTPODSWITHDATADIM_TECHNOLOGY_PAIR_4.webp?v=1782179674,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denali-d3-led-fog-light-pods-with-datadim™-technology-pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/DENALID3LEDFOGLIGHTPODSWITHDATADIM_TECHNOLOGY_PAIR_2.webp?v=1782179672,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denali-cansmart-wiring-harness-for-t3-switchback-signals,DENALI CANSMART WIRING HARNESS FOR T3 SWITCHBACK SIGNALS,"<div class=""product-blocks__block product-blocks__block--description product-blocks__block--accordion-item"">
<div class=""js-accordion c-accordion c-accordion--default c-accordion--vantage c-accordion--default c-accordion--product c-accordion--efe0d88a-d707-4bb1-add8-cbbb8e054990"" id=""c-accordion--efe0d88a-d707-4bb1-add8-cbbb8e054990"">
<div class=""c-accordion__panel is-active c-accordion__panel--efe0d88a-d707-4bb1-add8-cbbb8e054990 c-accordion__panel--"" id=""c-accordion__panel--efe0d88a-d707-4bb1-add8-cbbb8e054990"">
<div class=""c-accordion__inner"">
<p>Use the DENALI wiring adapter for connecting T3s to the GEN II CANsmart Controller for a true plug &amp; play connection.</p>
<p>Compatible with all GEN II DENALI CANsmart Controllers, no wire tapping or other modifications are necessary, just plug directly into the circuits of the CANsmart to send the signals from your controller to the T3 Lights.  This harness is designed to power a set of four T3 lights; two rear T3s &amp; two front T3s, but can also be configured for an installation of just front or rear T3s as well.<br><br>Please note that when powering rear T3s through this plug &amp; play adapter from a CANsmart the red running light will remain illuminated between the amber turn signal flashing. This is an unavoidable result when powering T3s solely from a CANsmart. If you'd prefer that the running light shuts off when the amber signal is active, simply connect the red running light wires from the T3 pods directly to a switched power source on your vehicle (and set the CANsmart brake light circuit to brake only).  </p>
<p><strong>Note:</strong><span> </span>Not compatible with KTM 790 Adventure, 890 Adventure, Husqvarna Norden 901, or Yamaha Tenere 70</p>
</div>
</div>
</div>
</div>
<div class=""product-blocks__block product-blocks__block--details product-blocks__block--accordion-item"">
<div class=""js-accordion c-accordion c-accordion--default c-accordion--vantage c-accordion--default c-accordion--product c-accordion--0b1ca642-3b30-4a17-a48a-3467485112c5"" id=""c-accordion--0b1ca642-3b30-4a17-a48a-3467485112c5"">
<div class=""c-accordion__header-icons""><svg class=""vantage--apollo-minus open c-accordion__header-icons--icon"" height=""14px"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" x=""0px"" y=""0px"" viewbox=""0 0 20 20"" xml:space=""preserve""><g class=""hover-fill"" fill=""var(--text-color)""><polygon points=""0,8.6 0,11.4 20,11.4 20,8.6""></polygon></g></svg></div>
<div class=""c-accordion__panel is-active c-accordion__panel--0b1ca642-3b30-4a17-a48a-3467485112c5 c-accordion__panel--"" id=""c-accordion__panel--0b1ca642-3b30-4a17-a48a-3467485112c5"">
<div class=""c-accordion__inner"">
<ul class=""view-more"">
<li class=""detail-item js-variant-selected-container"">
<strong>Variant:</strong><span> </span><span class=""variant_selected js-variant-selected"">Default Title</span>
</li>
<li class=""detail-item js-product-sku-container"">
<strong>SKU:</strong><span> </span><span class=""variant_sku js-product-sku"">DNL.WHS.13400</span>
</li>
<li class=""detail-item"">
<strong>UPC :</strong><span> </span><span class=""variant_barcode js-product-barcode"">810005872577</span>
</li>
<li class=""detail-item js-variant-weight-container"">
<strong>Weight:</strong><span> </span><span class=""variant_weight js-variant-weight"">0.0 lb</span>
</li>
<li class=""detail-item"">
<strong>Product Type:</strong><span> </span><a href=""https://denalielectronics.com/collections/types?q=Turn%20Signal%20Wiring"" title=""Turn Signal Wiring"">Turn Signal Wiring</a><b style=""font-size: 0.875rem;"">This is a Universal Fit Item.</b><span style=""font-size: 0.875rem;""> </span><span style=""font-size: 0.875rem;"">It is designed to fit many vehicles. Universal products may require a vehicle-specific fit kit (sold separately) or other modifications for installation. Universal products are not guaranteed to fit every vehicle. Check the product description for installation requirements.</span>
</li>
</ul>
</div>
</div>
</div>
</div>",DENALI,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Power & Electrical Systems > Wiring Harnesses,PARTS AND ACCESSORIES,"",true,Title,Default Title,,,,,,,,DNL.WHS.13400,0.0,shopify,1,deny,manual,1700.00,,true,true,,,,,25-100668,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/DENALICANSMARTWIRINGHARNESSFORT3SWITCHBACKSIGNALS1.webp?v=1782179185,1,"",false,,,,,,,,,,,,,,,,,,black,,,,,,,,,new,,,,aftermarket,,,,,,,,,,,,,,,,,,,,,,kg,,,active
denali-cansmart-wiring-harness-for-t3-switchback-signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/DENALICANSMARTWIRINGHARNESSFORT3SWITCHBACKSIGNALS2.webp?v=1782179185,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denali-cansmart-for-bmw-r1300-gs,DENALI CANSMART FOR BMW R1300 GS,"<p>Harness the flexibility and intelligence of your BMW motorcycle's CAN bus electrical system to make installation of accessories drastically easier with the new and improved DENALI CANsmart™ Controller GEN II.</p>
<div class=""c-accordion__header-icons""><svg class=""vantage--apollo-minus open c-accordion__header-icons--icon"" height=""14px"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" x=""0px"" y=""0px"" viewbox=""0 0 20 20"" xml:space=""preserve""><g class=""hover-fill"" fill=""var(--text-color)""><polygon points=""0,8.6 0,11.4 20,11.4 20,8.6""></polygon></g></svg></div>
<div class=""c-accordion__panel is-active c-accordion__panel--efe0d88a-d707-4bb1-add8-cbbb8e054990 c-accordion__panel--"" id=""c-accordion__panel--efe0d88a-d707-4bb1-add8-cbbb8e054990"">
<div class=""c-accordion__inner"">
<p>The DENALI CANsmart™ Controller provides plug-n-play installation and integrated control of up to four accessories to enable dozens of customizable settings that can be controlled right from the BMW ""WonderWheel"" or the CANsmart™ Accessory Manager Software. </p>
<p>The CANsmart's four circuits are preprogrammed to connect and independently control two sets of DENALI 2.0 lights, a SoundBomb horn, and our B6 auxiliary brake light. </p>
<p><br></p>
<h4>Gen II - More Features, More Power, More Versatile</h4>
<p>Unlike the Gen I <span>CANsmart</span>, all four circuits of the Gen II can provide a full 10 amps of continuous power and each circuit can be configured to run any accessory type. The maximum power draw for the whole unit remains at 30 amps continuous. The Gen II also features two new auxiliary light settings. You can now modulate your auxiliary lights for added conspicuity, and set your left and right side lights to independently cancel when you activate your corresponding turn signal.   </p>
<p><br></p>
<p><strong>Features</strong></p>
<ul>
<li>
<strong>High/Low Sync</strong>- Set auxiliary lights to switch between a programmable high/low setting with the factory high beam switch.</li>
<li>
<strong>ON/OFF and Dim</strong>- Independently control two sets of lights ON/OFF and change intensity level (for both day and night) right from your original vehicle switches.</li>
<li>
<strong>Modulate Lights</strong>- Set auxiliary lights to modulate to increase your visibility to other motorists.</li>
<li>
<strong>Flash to Pass</strong>- Need to get someone's attention? Pulse your high beam switch three times and your auxiliary lights will strobe three times fast.</li>
<li>
<strong>Cancel With Turn Signal</strong>- This feature cancels the corresponding auxiliary light when you turn your turn signal on preventing powerful auxiliary lights from overpowering your signal.</li>
<li>
<strong>Inverse Flashing With Hazards</strong>- This features flashes your auxiliary lights inversely to your hazard lights, increasing visibility during road side emergency's. </li>
<li>
<strong>Plug &amp; Play Horn Installation</strong>- Quickly and easily connect high power aftermarket horns like our SoundBomb™ without having to add an additional harness or relay.</li>
<li>
<strong>Strobe with Horn</strong>- With this feature selected the CANsmart™ software will automatically strobe your auxiliary lights when you sound your horn. This feature works whether you have the factory horn or SoundBomb™ horn installed.</li>
<li>
<strong>Deceleration Activated ""Smart Brake"" Technology</strong>- The CANsmart™ reads vehicle speed in real time to activate your auxiliary brake light during deceleration before you even touch the brake. You can adjust the sensitivity and minimum speed at which the Smart Brake Feature will activate.</li>
<li>
<strong>Flash Pattern Braking</strong>- The CANsmart™ provides four different flash patterns that make our super bright auxiliary brake lights even noticeable to motorists behind you. You can set auxiliary brake lights to only flash under hard braking, flash continuously as your brake is applied or flash four times rapidly then hold steady (California legal flash rate).</li>
<li>
<strong>Circuit Function Selector</strong>- The Circuit Function Selector in the CANsmart software will let you run any accessory of your choice on any of the four circuits. Click on a circuit icon to open the drop down menu and make your selection from the list of available circuit functions.</li>
<li>
<strong>Switched Power Source</strong>- The CANsmart™ provides a universal ""accessory"" option which simply gives you clean switched 12V power. That means whatever accessory you connect to this circuit will turn on and off with your ignition.</li>
<li>
<strong>Delay Time Out</strong>- You can also set the accessories on this circuit to have a delayed time out. This will keep them powered for up to 30 seconds after your turn off your bike.</li>
<li>
<strong>On Board Power</strong>- The ""accessory"" circuit option is ideal for powering your GPS, phone, heated gear or any other electronic device.</li>
</ul>
<p><br></p>
<p><strong>What’s In The Box?</strong></p>
<ul>
<li>CANsmart™ Controller</li>
<li>(x2) 5.5ft Extension splitters</li>
<li>5ft SoundBomb Horn Extension Cable</li>
<li>B6 Brake Light Wiring Adapter</li>
<li>Zip-ties</li>
<li>Adhesive Hook-and-Loop Fastener</li>
<li>Micro USB Programming Cable</li>
</ul>
<p><br></p>
<h4>Software </h4>
<p>Click <a href=""https://denalielectronics.com/pages/denali-cansmart-canbus-controller#page-section-1544126260214""><strong>HERE</strong>  </a>to download Windows or Mac CANsmart Accessory Manager Software</p>
<p><br></p>
<p><strong>Vehicle Fitment</strong></p>
<ul>
<li>BMW R1300GS Trophy (2024-2026)</li>
<li>BMW R1300GS Triple Black (2024-2026)</li>
<li>BMW R1300GS Option 719 Tramuntana (2024-2025)</li>
<li>BMW R1300GS Option 719 Biscaya (2026)</li>
<li>BMW R1300GS Adventure Trophy (2025-2026)</li>
<li>BMW R1300GS Adventure Triple Black (2025-2026)</li>
<li>BMW R1300GS Adventure Option 719 Karakorum(2025-2026)</li>
<li>BMW R 12 G/S (2026)</li>
</ul>
<p> </p>
</div>
</div>",DENALI,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Power & Electrical Systems,PARTS AND ACCESSORIES,"",true,Title,Default Title,,,,,,,,'10289,0.0,shopify,1,deny,manual,21367.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0695/8779/6042/files/DENALICANSMARTR1300.webp?v=1782178558,1,"",false,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
denali-cansmart-for-bmw-r1300-gs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/DENALICANSMARTR13001.webp?v=1782178558,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denali-cansmart-for-bmw-r1300-gs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/DENALICANSMARTR13004.webp?v=1782178555,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denali-cansmart-for-bmw-r1300-gs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/DENALICANSMARTR13003.webp?v=1782178557,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denali-cansmart-for-bmw-r1300-gs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/DENALICANSMARTR13005.webp?v=1782178555,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrow-aluminum-steel-cap-for-yamaha-xmax-300,ARROW ALUMINUM STEEL CAP FOR YAMAHA XMAX 300,"<p>Arrow Urban Aluminium Dark Exhaust with Racing Link Pipe for Yamaha XMAX 300</p>
<p>Upgrade your Yamaha XMAX 300 with the Arrow Urban Aluminium Dark Exhaust with Racing Link Pipe, a premium scooter exhaust system designed to improve sound, style, and riding character. Built in Italy by Arrow, this setup gives the XMAX 300 a sportier appearance and a deeper, more aggressive exhaust tone compared to the stock system.</p>
<p>This bundle includes the Arrow Urban aluminium dark silencer and the Arrow 53070MI racing link pipe. The Urban silencer features a dark aluminium body with a dark stainless steel end cap, giving the scooter a clean and sporty look. Its stainless steel internal construction supports durability, while the welded mounting design keeps installation neat and secure.</p>
<p>The racing link pipe is designed to connect the Urban silencer to the original manifold, improving exhaust flow and giving the scooter a stronger performance-focused feel. The included DB killer helps manage sound output while still delivering the premium Arrow exhaust note riders expect.</p>
<p>This exhaust setup is a great choice for Yamaha XMAX 300 riders who want a stylish upgrade, better sound, and trusted Arrow craftsmanship.</p>
<p>Key Features:</p>
<ul>
<li>
<p>Product Name: Arrow Urban Aluminium Dark Exhaust with Racing Link Pipe</p>
</li>
<li>
<p>Bundle Part Number: 53070MI + 53523ANN</p>
</li>
<li>
<p>Fits Yamaha XMAX 300 2017–2020</p>
</li>
<li>
<p>Vehicle Type: SH08</p>
</li>
<li>
<p>Includes Arrow Urban aluminium dark silencer</p>
</li>
<li>
<p>Includes Arrow 53070MI racing link pipe</p>
</li>
<li>
<p>Dark aluminium silencer body</p>
</li>
<li>
<p>Dark stainless steel end cap</p>
</li>
<li>
<p>Stainless steel internal construction</p>
</li>
<li>
<p>Sporty Arrow exhaust sound</p>
</li>
<li>
<p>Racing link pipe for original manifold</p>
</li>
<li>
<p>DB killer included</p>
</li>
<li>
<p>Welded mounting bracket</p>
</li>
<li>
<p>Premium Italian-made Arrow quality</p>
</li>
<li>
<p>Designed for scooter-specific fitment</p>
</li>
</ul>
<p>Product Specs:</p>
<ul>
<li>
<p>Silencer Code: 53523ANN</p>
</li>
<li>
<p>Link Pipe Code: 53070MI</p>
</li>
<li>
<p>Silencer Type: Urban</p>
</li>
<li>
<p>System Type: Link Pipe + Silencer</p>
</li>
<li>
<p>Silencer Material: Aluminium Dark</p>
</li>
<li>
<p>End Cap Material: Dark Stainless Steel</p>
</li>
<li>
<p>Internal Material: Stainless Steel</p>
</li>
<li>
<p>Silencer Body Length: 350 mm</p>
</li>
<li>
<p>Bundle Weight: Approx. 4.07 kg</p>
</li>
<li>
<p>Silencer Weight: Approx. 3.10 kg</p>
</li>
<li>
<p>Inlet Diameter: 54–60 mm depending on listing reference</p>
</li>
<li>
<p>Outlet Diameter: 50 mm</p>
</li>
<li>
<p>DB Killer: Included</p>
</li>
<li>
<p>Silencer Approval: ECE</p>
</li>
<li>
<p>Link Pipe Approval: Racing</p>
</li>
</ul>
<p>Best For:</p>
<ul>
<li>
<p>Yamaha XMAX 300 riders</p>
</li>
<li>
<p>City and daily commuting</p>
</li>
<li>
<p>Scooter touring</p>
</li>
<li>
<p>Riders looking for a deeper exhaust sound</p>
</li>
<li>
<p>Riders who want a sportier and more premium scooter look</p>
</li>
<li>
<p>Riders looking for an Arrow exhaust with racing link pipe setup</p>
</li>
</ul>",ARROW,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Exhaust,EXHAUST,"",true,Title,Default Title,,,,,,,,53070MI/53523AN,0.0,shopify,1,deny,manual,28500.00,,true,true,,,,,25-100710,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWYAMAHAXMAX300ALUMINUMSTEELCAP53070MI2.webp?v=1782092309,1,"",false,,,,,,,,,,,,,,,,,,black; blue,,,,,,,,,,aluminum; stainless-steel,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
arrow-aluminum-steel-cap-for-yamaha-xmax-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWYAMAHAXMAX300ALUMINUMSTEELCAP53070MI1.webp?v=1782092307,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrow-kawasaki-ninja400-pro-race-black-end-can-fullsystem,ARROW KAWASAKI NINJA400 PRO RACE BLACK END CAN FULLSYSTEM,"<p>Arrow Pro-Race Black Slip-On Exhaust for Kawasaki Ninja 400</p>
<p>Upgrade your Kawasaki Ninja 400 with the Arrow Pro-Race Black Slip-On Exhaust, a compact and aggressive exhaust designed to give your bike a sportier look, deeper sound, and lighter performance feel.</p>
<p>The Pro-Race silencer features Arrow’s race-inspired short conical body with a cylindrical outlet section, giving the Ninja 400 a sharp and performance-focused rear profile. Its Nichrom Dark finish adds a clean blacked-out appearance, while the stainless steel end cap and internal construction provide durability for everyday riding and spirited use.</p>
<p>Designed for riders who want a stronger exhaust tone without replacing the entire system, this Pro-Race slip-on delivers a deeper and more aggressive sound compared to the stock exhaust. The included DB killer helps manage sound output, making it a practical upgrade for riders who want style, sound, and quality in one package.</p>
<p>Built by Arrow in Italy, this exhaust is a great choice for Kawasaki Ninja 400 riders who want premium craftsmanship, sporty styling, and improved road presence.</p>
<p>Key Features:</p>
<ul>
<li>Fits Kawasaki Ninja 400 / Z400<br><br>
</li>
<li>
<p>Commonly listed for Kawasaki Ninja 400 2018–2020 and Z400 2019–2023</p>
</li>
<li>
<p>Pro-Race compact silencer design</p>
</li>
<li>
<p>Nichrom Dark / black stainless-style silencer body</p>
</li>
<li>
<p>Stainless steel end cap</p>
</li>
<li>
<p>Stainless steel internal construction</p>
</li>
<li>
<p>Welded mounting bracket</p>
</li>
<li>
<p>Deep and aggressive Arrow exhaust sound</p>
</li>
<li>
<p>Lightweight slip-on upgrade</p>
</li>
<li>
<p>DB killer included</p>
</li>
<li>
<p>Premium Italian-made Arrow construction</p>
</li>
<li>
<p>Sporty race-inspired appearance</p>
</li>
</ul>
<p>Product Specs:</p>
<ul>
<li>
<p>Silencer Material: Stainless Steel Dark / Nichrom Dark</p>
</li>
<li>
<p>Rear End Cap Material: Stainless Steel</p>
</li>
<li>
<p>Internal Material: Stainless Steel</p>
</li>
<li>
<p>Body Length: 250 mm</p>
</li>
<li>
<p>Inlet Diameter: 45 mm</p>
</li>
<li>
<p>Outlet Diameter: 68 mm</p>
</li>
<li>
<p>DB Killer: Included</p>
</li>
<li>
<p>Oxygen Sensor Plug: No</p>
</li>
<li>
<p>CO Sensor Plug: No</p>
</li>
</ul>
<p>Best For:</p>
<ul>
<li>
<p>Kawasaki Ninja 400 riders</p>
</li>
<li>
<p>Kawasaki Z400 riders, depending on fitment</p>
</li>
<li>
<p>Street riders who want better sound and styling</p>
</li>
<li>
<p>Sportbike builds</p>
</li>
<li>
<p>Riders looking for a compact black Arrow exhaust upgrade</p>
</li>
</ul>
<p>Important Note:<br>Please confirm exact motorcycle year and fitment before purchasing. If your item is being sold as a full system, confirm whether it includes Arrow headers/collectors or only the Pro-Race end can. Road legality may vary depending on country, setup, and local regulations.</p>",ARROW,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Exhaust,EXHAUST,"",true,Title,Default Title,,,,,,,,7168MI/71874PRN,0.0,shopify,0,deny,manual,52000.00,,true,true,,,,,25-100701,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWKAWASAKININJA400PRORACEBLACKENDCANFULLSYSTEM5.avif?v=1781863620,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
arrow-kawasaki-ninja400-pro-race-black-end-can-fullsystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWKAWASAKININJA400PRORACEBLACKENDCANFULLSYSTEMx3.avif?v=1781863617,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrow-kawasaki-ninja400-pro-race-black-end-can-fullsystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWKAWASAKININJA400PRORACEBLACKENDCANFULLSYSTEM2.avif?v=1781863616,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrow-kawasaki-ninja400-pro-race-black-end-can-fullsystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/ARROWKAWASAKININJA400PRORACEBLACKENDCANFULLSYSTEM4.avif?v=1781863618,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
